Ensembl Gene ID,Associated Gene Name
ENSG00000064419,TNPO3
ENSG00000147027,TMEM47
ENSG00000120738,EGR1
ENSG00000101654,RNMT
ENSG00000136542,GALNT5
ENSG00000204176,SYT15
ENSG00000197603,C5orf42
ENSG00000175324,LSM1
ENSG00000143333,RGS16
ENSG00000241476,SSX2
ENSG00000086848,ALG9
ENSG00000278613,NAIP
ENSG00000111199,TRPV4
ENSG00000130700,GATA5
ENSG00000234433,VWA7
ENSG00000167799,NUDT8
ENSG00000105287,PRKD2
ENSG00000161929,SCIMP
ENSG00000236287,ZBED5
ENSG00000120697,ALG5
ENSG00000184494,NEU1
ENSG00000151151,IPMK
ENSG00000110693,SOX6
ENSG00000092841,MYL6
ENSG00000185837,CECR5-AS1
ENSG00000147416,ATP6V1B2
ENSG00000164548,TRA2A
ENSG00000135269,TES
ENSG00000175352,NRIP3
ENSG00000130592,LSP1
ENSG00000130921,C12orf65
ENSG00000170604,IRF2BP1
ENSG00000228716,DHFR
ENSG00000111218,PRMT8
ENSG00000006194,ZNF263
ENSG00000166105,GLB1L3
ENSG00000104059,FAM189A1
ENSG00000100401,RANGAP1
ENSG00000143776,CDC42BPA
ENSG00000177383,MAGEF1
ENSG00000206324,AGPAT1
ENSG00000176171,BNIP3
ENSG00000233076,DDAH2
ENSG00000247596,TWF2
ENSG00000128335,APOL2
ENSG00000130559,CAMSAP1
ENSG00000117643,MAN1C1
ENSG00000130224,LRCH2
ENSG00000157540,DYRK1A
ENSG00000169221,TBC1D10B
ENSG00000172346,CSDC2
ENSG00000070388,FGF22
ENSG00000198798,MAGEB3
ENSG00000116353,MECR
ENSG00000154723,ATP5J
ENSG00000163635,ATXN7
ENSG00000023734,STRAP
ENSG00000223680,DDR1
ENSG00000183576,SETD3
ENSG00000274950,RPS9
ENSG00000172150,OR1A2
ENSG00000274089,PRIMA1
ENSG00000185046,ANKS1B
ENSG00000143924,EML4
ENSG00000132141,CCT6B
ENSG00000137822,TUBGCP4
ENSG00000020256,ZFP64
ENSG00000108604,SMARCD2
ENSG00000281690,ADAMTS12
ENSG00000049449,RCN1
ENSG00000232616,SKIV2L
ENSG00000136213,CHST12
ENSG00000111325,OGFOD2
ENSG00000135413,LACRT
ENSG00000069275,NUCKS1
ENSG00000122335,SERAC1
ENSG00000244414,CFHR1
ENSG00000166160,OPN1MW2
ENSG00000156475,PPP2R2B
ENSG00000140931,CMTM3
ENSG00000166173,LARP6
ENSG00000134153,EMC7
ENSG00000179813,FAM216B
ENSG00000069974,RAB27A
ENSG00000117528,ABCD3
ENSG00000129682,FGF13
ENSG00000167005,NUDT21
ENSG00000106605,BLVRA
ENSG00000110700,RPS13
ENSG00000114993,RTKN
ENSG00000274429,DLG5
ENSG00000241468,ATP5J2
ENSG00000160284,SPATC1L
ENSG00000102349,KLF8
ENSG00000164104,HMGB2
ENSG00000126254,RBM42
ENSG00000163499,CRYBA2
ENSG00000104979,C19orf53
ENSG00000137936,BCAR3
ENSG00000162817,C1orf115
ENSG00000267978,MAGEA9B
ENSG00000236250,STK19
ENSG00000180190,TDRP
ENSG00000165891,E2F7
ENSG00000136404,TM6SF1
ENSG00000108691,CCL2
ENSG00000227345,PARG
ENSG00000178028,DMAP1
ENSG00000185947,ZNF267
ENSG00000107968,MAP3K8
ENSG00000129055,ANAPC13
ENSG00000090863,GLG1
ENSG00000076604,TRAF4
ENSG00000180198,RCC1
ENSG00000138381,ASNSD1
ENSG00000242247,ARFGAP3
ENSG00000139718,SETD1B
ENSG00000227507,LTB
ENSG00000163798,SLC4A1AP
ENSG00000183044,ABAT
ENSG00000138029,HADHB
ENSG00000108819,PPP1R9B
ENSG00000118508,RAB32
ENSG00000065882,TBC1D1
ENSG00000157637,SLC38A10
ENSG00000009954,BAZ1B
ENSG00000101463,SYNDIG1
ENSG00000163793,DNAJC5G
ENSG00000136937,NCBP1
ENSG00000146733,PSPH
ENSG00000145284,SCD5
ENSG00000051620,HEBP2
ENSG00000181588,MEX3D
ENSG00000116771,AGMAT
ENSG00000146247,PHIP
ENSG00000250733,C8orf17
ENSG00000186638,KIF24
ENSG00000174460,ZCCHC12
ENSG00000184575,XPOT
ENSG00000096093,EFHC1
ENSG00000211714,TRBV7-3
ENSG00000013503,POLR3B
ENSG00000143858,SYT2
ENSG00000175166,PSMD2
ENSG00000204843,DCTN1
ENSG00000167034,NKX3-1
ENSG00000236334,PPIAL4G
ENSG00000103111,MON1B
ENSG00000141504,SAT2
ENSG00000198648,STK39
ENSG00000163430,FSTL1
ENSG00000152240,HAUS1
ENSG00000124812,CRISP1
ENSG00000135540,NHSL1
ENSG00000147010,SH3KBP1
ENSG00000149532,CPSF7
ENSG00000125977,EIF2S2
ENSG00000105948,TTC26
ENSG00000178445,GLDC
ENSG00000274538,PHLDA2
ENSG00000138092,CENPO
ENSG00000004776,HSPB6
ENSG00000151338,MIPOL1
ENSG00000204131,NHSL2
ENSG00000001626,CFTR
ENSG00000206357,NELFE
ENSG00000170876,TMEM43
ENSG00000001561,ENPP4
ENSG00000101441,CST4
ENSG00000186660,ZFP91
ENSG00000198053,SIRPA
ENSG00000231712,AC104698.2
ENSG00000237289,CKMT1B
ENSG00000198964,SGMS1
ENSG00000124449,IRGC
ENSG00000101440,ASIP
ENSG00000119042,SATB2
ENSG00000120802,TMPO
ENSG00000125965,GDF5
ENSG00000282607,MGAM
ENSG00000205837,LINC00487
ENSG00000130935,NOL11
ENSG00000241945,PWP2
ENSG00000149269,PAK1
ENSG00000124102,PI3
ENSG00000120925,RNF170
ENSG00000161203,AP2M1
ENSG00000273775,KIR3DL1
ENSG00000180479,ZNF571
ENSG00000198746,GPATCH3
ENSG00000223531,TRIM31
ENSG00000069248,NUP133
ENSG00000138686,BBS7
ENSG00000175130,MARCKSL1
ENSG00000065427,KARS
ENSG00000236237,LTB
ENSG00000180304,OAZ2
ENSG00000197140,ADAM32
ENSG00000146410,MTFR2
ENSG00000234674,TCF19
ENSG00000054793,ATP9A
ENSG00000176422,SPRYD4
ENSG00000050748,MAPK9
ENSG00000160685,ZBTB7B
ENSG00000166794,PPIB
ENSG00000115425,PECR
ENSG00000105971,CAV2
ENSG00000169605,GKN1
ENSG00000225130,TRIM31
ENSG00000236873,AGPAT1
ENSG00000215328,HSPA1A
ENSG00000266074,BAHCC1
ENSG00000015676,NUDCD3
ENSG00000010932,FMO1
ENSG00000139154,AEBP2
ENSG00000221988,PPT2
ENSG00000177030,DEAF1
ENSG00000112312,GMNN
ENSG00000111669,TPI1
ENSG00000166681,NGFRAP1
ENSG00000125409,TEKT3
ENSG00000115484,CCT4
ENSG00000175414,ARL10
ENSG00000158604,TMED4
ENSG00000115806,GORASP2
ENSG00000163714,U2SURP
ENSG00000110092,CCND1
ENSG00000218996,RP1-99E18.2
ENSG00000198625,MDM4
ENSG00000049540,ELN
ENSG00000274811,CLPTM1L
ENSG00000205542,TMSB4X
ENSG00000130150,MOSPD2
ENSG00000088538,DOCK3
ENSG00000118816,CCNI
ENSG00000231372,MICB
ENSG00000166592,RRAD
ENSG00000105397,TYK2
ENSG00000206472,OR11A1
ENSG00000148943,LIN7C
ENSG00000118193,KIF14
ENSG00000135476,ESPL1
ENSG00000197870,PRB3
ENSG00000103148,NPRL3
ENSG00000197406,DIO3
ENSG00000135404,CD63
ENSG00000172348,RCAN2
ENSG00000204449,TRIM49C
ENSG00000148090,AUH
ENSG00000179262,RAD23A
ENSG00000224393,C6orf25
ENSG00000156486,KCNS2
ENSG00000133195,SLC39A11
ENSG00000048540,LMO3
ENSG00000088356,PDRG1
ENSG00000100379,KCTD17
ENSG00000105373,GLTSCR2
ENSG00000138764,CCNG2
ENSG00000123374,CDK2
ENSG00000142208,AKT1
ENSG00000165025,SYK
ENSG00000183495,EP400
ENSG00000166562,SEC11C
ENSG00000213988,ZNF90
ENSG00000160087,UBE2J2
ENSG00000214655,ZSWIM8
ENSG00000273572,CDHR5
ENSG00000164182,NDUFAF2
ENSG00000258102,MAP1LC3B2
ENSG00000244005,NFS1
ENSG00000267796,LIN37
ENSG00000117266,CDK18
ENSG00000133863,TEX15
ENSG00000189350,FAM179A
ENSG00000275214,IFI27
ENSG00000075413,MARK3
ENSG00000146963,LUC7L2
ENSG00000180353,HCLS1
ENSG00000274803,BDP1
ENSG00000111305,GSG1
ENSG00000196793,ZNF239
ENSG00000076662,ICAM3
ENSG00000108176,DNAJC12
ENSG00000101856,PGRMC1
ENSG00000136478,TEX2
ENSG00000144231,POLR2D
ENSG00000163395,IGFN1
ENSG00000049192,ADAMTS6
ENSG00000187116,LILRA5
ENSG00000144040,SFXN5
ENSG00000067715,SYT1
ENSG00000185122,HSF1
ENSG00000109929,SC5D
ENSG00000274495,LENG9
ENSG00000168314,MOBP
ENSG00000163376,KBTBD8
ENSG00000173230,GOLGB1
ENSG00000083444,PLOD1
ENSG00000180549,FUT7
ENSG00000135677,GNS
ENSG00000116141,MARK1
ENSG00000274320,GOLGA6L9
ENSG00000116679,IVNS1ABP
ENSG00000163249,CCNYL1
ENSG00000104835,SARS2
ENSG00000139160,METTL20
ENSG00000158691,ZSCAN12
ENSG00000154222,CC2D1B
ENSG00000205856,C22orf42
ENSG00000130787,HIP1R
ENSG00000184117,NIPSNAP1
ENSG00000121766,ZCCHC17
ENSG00000029363,BCLAF1
ENSG00000100722,ZC3H14
ENSG00000119125,GDA
ENSG00000183753,BPY2
ENSG00000196092,PAX5
ENSG00000181016,LSMEM1
ENSG00000160469,BRSK1
ENSG00000143258,USP21
ENSG00000005844,ITGAL
ENSG00000102901,CENPT
ENSG00000213626,LBH
ENSG00000186951,PPARA
ENSG00000185088,RPS27L
ENSG00000073861,TBX21
ENSG00000215522,DDR1
ENSG00000109943,CRTAM
ENSG00000172578,KLHL6
ENSG00000198835,GJC2
ENSG00000106105,GARS
ENSG00000214415,GNAT3
ENSG00000012211,PRICKLE3
ENSG00000275626,KIR3DL2
ENSG00000120217,CD274
ENSG00000167103,PIP5KL1
ENSG00000275717,KIR3DL1
ENSG00000012048,BRCA1
ENSG00000196449,YRDC
ENSG00000221882,OR3A2
ENSG00000077264,PAK3
ENSG00000170745,KCNS3
ENSG00000084207,GSTP1
ENSG00000108443,RPS6KB1
ENSG00000018510,AGPS
ENSG00000125246,CLYBL
ENSG00000179361,ARID3B
ENSG00000211450,C11orf31
ENSG00000022355,GABRA1
ENSG00000158042,MRPL17
ENSG00000172476,RAB40A
ENSG00000165609,NUDT5
ENSG00000061918,GUCY1B3
ENSG00000235696,C2
ENSG00000139549,DHH
ENSG00000259470,KRT8P9
ENSG00000106809,OGN
ENSG00000008952,SEC62
ENSG00000130640,TUBGCP2
ENSG00000164061,BSN
ENSG00000213676,ATF6B
ENSG00000152402,GUCY1A2
ENSG00000092201,SUPT16H
ENSG00000133121,STARD13
ENSG00000089157,RPLP0
ENSG00000162105,SHANK2
ENSG00000129596,CDO1
ENSG00000122873,CISD1
ENSG00000136021,SCYL2
ENSG00000135521,LTV1
ENSG00000181827,RFX7
ENSG00000275851,MLLT6
ENSG00000236808,ZNRD1
ENSG00000276833,TAF15
ENSG00000179832,MROH1
ENSG00000143387,CTSK
ENSG00000119684,MLH3
ENSG00000197457,STMN3
ENSG00000169432,SCN9A
ENSG00000155508,CNOT8
ENSG00000088826,SMOX
ENSG00000162599,NFIA
ENSG00000174775,HRAS
ENSG00000080573,COL5A3
ENSG00000131018,SYNE1
ENSG00000100362,PVALB
ENSG00000137265,IRF4
ENSG00000174749,C4orf32
ENSG00000213639,PPP1CB
ENSG00000112584,FAM120B
ENSG00000171812,COL8A2
ENSG00000158019,BRE
ENSG00000167754,KLK5
ENSG00000174238,PITPNA
ENSG00000100523,DDHD1
ENSG00000120727,PAIP2
ENSG00000085382,HACE1
ENSG00000115840,SLC25A12
ENSG00000205683,DPF3
ENSG00000176788,BASP1
ENSG00000169612,FAM103A1
ENSG00000131462,TUBG1
ENSG00000081189,MEF2C
ENSG00000058063,ATP11B
ENSG00000164251,F2RL1
ENSG00000198917,C9orf114
ENSG00000099889,ARVCF
ENSG00000125772,GPCPD1
ENSG00000177169,ULK1
ENSG00000138111,TMEM180
ENSG00000184357,HIST1H1B
ENSG00000204977,TRIM13
ENSG00000169057,MECP2
ENSG00000139438,FAM222A
ENSG00000175018,TEX36
ENSG00000204632,HLA-G
ENSG00000095321,CRAT
ENSG00000163273,NPPC
ENSG00000181638,ZFP41
ENSG00000171865,RNASEH1
ENSG00000100216,TOMM22
ENSG00000126067,PSMB2
ENSG00000148798,INA
ENSG00000227408,AMYP1
ENSG00000172943,PHF8
ENSG00000204614,TRIM40
ENSG00000274474,YWHAE
ENSG00000107625,DDX50
ENSG00000123143,PKN1
ENSG00000013375,PGM3
ENSG00000205356,TECPR1
ENSG00000063176,SPHK2
ENSG00000170788,DYDC1
ENSG00000105618,PRPF31
ENSG00000124785,NRN1
ENSG00000278574,ZNHIT3
ENSG00000170581,STAT2
ENSG00000124568,SLC17A1
ENSG00000090006,LTBP4
ENSG00000160325,CACFD1
ENSG00000164483,SAMD3
ENSG00000148841,ITPRIP
ENSG00000152527,PLEKHH2
ENSG00000143390,RFX5
ENSG00000049089,COL9A2
ENSG00000242252,BGLAP
ENSG00000241360,PDXP
ENSG00000100027,YPEL1
ENSG00000188641,DPYD
ENSG00000137841,PLCB2
ENSG00000150779,TIMM8B
ENSG00000164187,LMBRD2
ENSG00000081014,AP4E1
ENSG00000118113,MMP8
ENSG00000172046,USP19
ENSG00000156875,HIAT1
ENSG00000188848,BEND4
ENSG00000130508,PXDN
ENSG00000127585,FBXL16
ENSG00000135241,PNPLA8
ENSG00000108055,SMC3
ENSG00000101294,HM13
ENSG00000150045,KLRF1
ENSG00000236149,ABCF1
ENSG00000128656,CHN1
ENSG00000083799,CYLD
ENSG00000128604,IRF5
ENSG00000229253,ZBTB22
ENSG00000119231,SENP5
ENSG00000272901,SMDT1
ENSG00000181804,SLC9A9
ENSG00000115053,NCL
ENSG00000198089,SFI1
ENSG00000156411,C14orf2
ENSG00000088386,SLC15A1
ENSG00000165240,ATP7A
ENSG00000147471,PROSC
ENSG00000163104,SMARCAD1
ENSG00000178585,CTNNBIP1
ENSG00000157303,SUSD3
ENSG00000175785,PRIMA1
ENSG00000005812,FBXL3
ENSG00000115159,GPD2
ENSG00000273780,ARHGAP23
ENSG00000103051,COG4
ENSG00000083307,GRHL2
ENSG00000171148,TADA3
ENSG00000113580,NR3C1
ENSG00000141380,SS18
ENSG00000138623,SEMA7A
ENSG00000170515,PA2G4
ENSG00000159495,TGM7
ENSG00000183010,PYCR1
ENSG00000040341,STAU2
ENSG00000226882,GNL1
ENSG00000170027,YWHAG
ENSG00000186226,LCE1E
ENSG00000113739,STC2
ENSG00000180447,GAS1
ENSG00000150455,TIRAP
ENSG00000185811,IKZF1
ENSG00000157131,C8A
ENSG00000137975,CLCA2
ENSG00000156049,GNA14
ENSG00000163684,RPP14
ENSG00000006377,DLX6
ENSG00000277222,BTBD7
ENSG00000136940,PDCL
ENSG00000128016,ZFP36
ENSG00000164347,GFM2
ENSG00000181513,ACBD4
ENSG00000104312,RIPK2
ENSG00000274665,PVALB
ENSG00000122507,BBS9
ENSG00000049656,CLPTM1L
ENSG00000078814,MYH7B
ENSG00000168939,SPRY3
ENSG00000277808,LENG1
ENSG00000106299,WASL
ENSG00000197905,TEAD4
ENSG00000183258,DDX41
ENSG00000167904,TMEM68
ENSG00000172671,ZFAND4
ENSG00000120647,CCDC77
ENSG00000133805,AMPD3
ENSG00000176956,LY6H
ENSG00000112343,TRIM38
ENSG00000198646,NCOA6
ENSG00000238203,VWA7
ENSG00000239285,LY6G5B
ENSG00000127586,CHTF18
ENSG00000175445,LPL
ENSG00000153037,SRP19
ENSG00000170477,KRT4
ENSG00000168556,ING2
ENSG00000183336,BOLA2
ENSG00000105173,CCNE1
ENSG00000266200,PNLIPRP2
ENSG00000179915,NRXN1
ENSG00000181433,SAGE1
ENSG00000122884,P4HA1
ENSG00000158710,TAGLN2
ENSG00000107341,UBE2R2
ENSG00000139734,DIAPH3
ENSG00000140497,SCAMP2
ENSG00000113971,NPHP3
ENSG00000046651,OFD1
ENSG00000151287,TEX30
ENSG00000003096,KLHL13
ENSG00000184047,DIABLO
ENSG00000038295,TLL1
ENSG00000168661,ZNF30
ENSG00000126351,THRA
ENSG00000176225,RTTN
ENSG00000231641,TRIM26
ENSG00000225312,HSD17B8
ENSG00000187754,SSX7
ENSG00000094880,CDC23
ENSG00000140199,SLC12A6
ENSG00000122966,CIT
ENSG00000135052,GOLM1
ENSG00000170891,CYTL1
ENSG00000196504,PRPF40A
ENSG00000125447,GGA3
ENSG00000100422,CERK
ENSG00000178021,TSPYL6
ENSG00000112210,RAB23
ENSG00000049323,LTBP1
ENSG00000163162,RNF149
ENSG00000119938,PPP1R3C
ENSG00000134755,DSC2
ENSG00000139974,SLC38A6
ENSG00000243466,IGKV1-5
ENSG00000167220,HDHD2
ENSG00000160753,RUSC1
ENSG00000203727,SAMD5
ENSG00000179630,LACC1
ENSG00000177542,SLC25A22
ENSG00000150782,IL18
ENSG00000130699,TAF4
ENSG00000137731,FXYD2
ENSG00000176095,IP6K1
ENSG00000113194,FAF2
ENSG00000159579,RSPRY1
ENSG00000157227,MMP14
ENSG00000121671,CRY2
ENSG00000006611,USH1C
ENSG00000178202,KDELC2
ENSG00000217128,FNIP1
ENSG00000121381,TAS2R9
ENSG00000231925,TAPBP
ENSG00000206396,C6orf25
ENSG00000142731,PLK4
ENSG00000146425,DYNLT1
ENSG00000072062,PRKACA
ENSG00000151006,PRSS53
ENSG00000106780,MEGF9
ENSG00000164035,EMCN
ENSG00000162341,TPCN2
ENSG00000253731,PCDHGA6
ENSG00000124225,PMEPA1
ENSG00000148308,GTF3C5
ENSG00000182742,HOXB4
ENSG00000171757,LRRC34
ENSG00000011376,LARS2
ENSG00000164985,PSIP1
ENSG00000141560,FN3KRP
ENSG00000126368,NR1D1
ENSG00000124107,SLPI
ENSG00000134480,CCNH
ENSG00000153179,RASSF3
ENSG00000166450,PRTG
ENSG00000136709,WDR33
ENSG00000089280,FUS
ENSG00000087448,KLHL42
ENSG00000075218,GTSE1
ENSG00000103653,CSK
ENSG00000154358,OBSCN
ENSG00000176532,PRR15
ENSG00000175467,SART1
ENSG00000106804,C5
ENSG00000122863,CHST3
ENSG00000165801,ARHGEF40
ENSG00000169247,SH3TC2
ENSG00000135828,RNASEL
ENSG00000163811,WDR43
ENSG00000167676,PLIN4
ENSG00000005022,SLC25A5
ENSG00000198513,ATL1
ENSG00000206488,ATAT1
ENSG00000139737,SLAIN1
ENSG00000149050,ZNF214
ENSG00000147601,TERF1
ENSG00000278091,ZNF85
ENSG00000215041,NEURL4
ENSG00000187109,NAP1L1
ENSG00000197746,PSAP
ENSG00000198911,SREBF2
ENSG00000184831,APOO
ENSG00000113569,NUP155
ENSG00000104375,STK3
ENSG00000127125,PPCS
ENSG00000213625,LEPROT
ENSG00000162616,DNAJB4
ENSG00000126822,PLEKHG3
ENSG00000196923,PDLIM7
ENSG00000196199,MPHOSPH8
ENSG00000068097,HEATR6
ENSG00000115919,KYNU
ENSG00000163945,UVSSA
ENSG00000167244,IGF2
ENSG00000099860,GADD45B
ENSG00000126391,FRMD8
ENSG00000161547,SRSF2
ENSG00000174276,ZNHIT2
ENSG00000112367,FIG4
ENSG00000125820,NKX2-2
ENSG00000197530,MIB2
ENSG00000163719,MTMR14
ENSG00000205177,C11orf91
ENSG00000176170,SPHK1
ENSG00000238165,AC007560.1
ENSG00000182578,CSF1R
ENSG00000083896,YTHDC1
ENSG00000204228,HSD17B8
ENSG00000002745,WNT16
ENSG00000206549,PRSS50
ENSG00000115226,FNDC4
ENSG00000120992,LYPLA1
ENSG00000108061,SHOC2
ENSG00000163312,HELQ
ENSG00000125901,MRPS26
ENSG00000131469,RPL27
ENSG00000164338,UTP15
ENSG00000034677,RNF19A
ENSG00000115446,UNC50
ENSG00000120341,SEC16B
ENSG00000181004,BBS12
ENSG00000112514,CUTA
ENSG00000173674,EIF1AX
ENSG00000135387,CAPRIN1
ENSG00000162909,CAPN2
ENSG00000100714,MTHFD1
ENSG00000135951,TSGA10
ENSG00000110955,ATP5B
ENSG00000213585,VDAC1
ENSG00000121895,TMEM156
ENSG00000103742,IGDCC4
ENSG00000109881,CCDC34
ENSG00000198612,COPS8
ENSG00000111328,CDK2AP1
ENSG00000160972,PPP1R16A
ENSG00000276709,PDXDC1
ENSG00000184182,UBE2F
ENSG00000165650,PDZD8
ENSG00000198821,CD247
ENSG00000172037,LAMB2
ENSG00000164638,SLC29A4
ENSG00000169718,DUS1L
ENSG00000104695,PPP2CB
ENSG00000170633,RNF34
ENSG00000047621,C12orf4
ENSG00000126457,PRMT1
ENSG00000066827,ZFAT
ENSG00000146151,HMGCLL1
ENSG00000203721,LINC00862
ENSG00000165156,ZHX1
ENSG00000166289,PLEKHF1
ENSG00000227442,HLA-DRB2
ENSG00000227333,EHMT2
ENSG00000163110,PDLIM5
ENSG00000175283,DOLK
ENSG00000131791,PRKAB2
ENSG00000128242,GAL3ST1
ENSG00000162139,NEU3
ENSG00000197776,KLHDC1
ENSG00000137473,TTC29
ENSG00000138641,HERC3
ENSG00000271449,CT45A2
ENSG00000143569,UBAP2L
ENSG00000149564,ESAM
ENSG00000091164,TXNL1
ENSG00000089009,RPL6
ENSG00000025800,KPNA6
ENSG00000075945,KIFAP3
ENSG00000041802,LSG1
ENSG00000067064,IDI1
ENSG00000186462,NAP1L2
ENSG00000115705,TPO
ENSG00000100097,LGALS1
ENSG00000204856,FAM216A
ENSG00000108424,KPNB1
ENSG00000172977,KAT5
ENSG00000184677,ZBTB40
ENSG00000133124,IRS4
ENSG00000152620,NADK2
ENSG00000164615,CAMLG
ENSG00000112651,MRPL2
ENSG00000154080,CHST9
ENSG00000170638,TRABD
ENSG00000157224,CLDN12
ENSG00000234704,BRD2
ENSG00000203667,COX20
ENSG00000121075,TBX4
ENSG00000236895,GTF2H4
ENSG00000197576,HOXA4
ENSG00000183696,UPP1
ENSG00000134460,IL2RA
ENSG00000163157,TMOD4
ENSG00000136982,DSCC1
ENSG00000086061,DNAJA1
ENSG00000169116,PARM1
ENSG00000124145,SDC4
ENSG00000104973,MED25
ENSG00000178773,CPNE7
ENSG00000117362,APH1A
ENSG00000115138,POMC
ENSG00000205403,CFI
ENSG00000171703,TCEA2
ENSG00000138002,IFT172
ENSG00000206560,ANKRD28
ENSG00000170160,CCDC144A
ENSG00000164949,GEM
ENSG00000077097,TOP2B
ENSG00000137941,TTLL7
ENSG00000137309,HMGA1
ENSG00000197586,ENTPD6
ENSG00000137942,FNBP1L
ENSG00000072571,HMMR
ENSG00000206047,DEFA1
ENSG00000167323,STIM1
ENSG00000203859,HSD3B2
ENSG00000115211,EIF2B4
ENSG00000147140,NONO
ENSG00000135390,ATP5G2
ENSG00000146021,KLHL3
ENSG00000279389,KIAA0355
ENSG00000125462,C1orf61
ENSG00000054277,OPN3
ENSG00000153933,DGKE
ENSG00000164300,SERINC5
ENSG00000162927,PUS10
ENSG00000172183,ISG20
ENSG00000123416,TUBA1B
ENSG00000116213,WRAP73
ENSG00000132952,USPL1
ENSG00000189144,ZNF573
ENSG00000079215,SLC1A3
ENSG00000239754,CFB
ENSG00000228737,AC008781.7
ENSG00000131876,SNRPA1
ENSG00000140299,BNIP2
ENSG00000119844,AFTPH
ENSG00000196154,S100A4
ENSG00000081870,HSPB11
ENSG00000196652,ZKSCAN5
ENSG00000120162,MOB3B
ENSG00000273899,NOL12
ENSG00000106537,TSPAN13
ENSG00000153898,MCOLN2
ENSG00000087263,OGFOD1
ENSG00000179454,KLHL28
ENSG00000178977,LINC00324
ENSG00000150637,CD226
ENSG00000127022,CANX
ENSG00000137960,GIPC2
ENSG00000164830,OXR1
ENSG00000182545,RNASE10
ENSG00000175193,PARL
ENSG00000107859,PITX3
ENSG00000138760,SCARB2
ENSG00000232126,HLA-B
ENSG00000076650,GPATCH1
ENSG00000079691,LRRC16A
ENSG00000153993,SEMA3D
ENSG00000141556,TBCD
ENSG00000277272,KIR3DL1
ENSG00000276262,NSF
ENSG00000165175,MID1IP1
ENSG00000206052,DOK6
ENSG00000154144,TBRG1
ENSG00000138642,HERC6
ENSG00000236759,EHMT2
ENSG00000058404,CAMK2B
ENSG00000240764,PCDHGC5
ENSG00000205838,TTC23L
ENSG00000135346,CGA
ENSG00000101445,PPP1R16B
ENSG00000065000,AP3D1
ENSG00000138798,EGF
ENSG00000068650,ATP11A
ENSG00000186222,BLOC1S4
ENSG00000105679,GAPDHS
ENSG00000182247,UBE2E2
ENSG00000135541,AHI1
ENSG00000275970,FCAR
ENSG00000114738,MAPKAPK3
ENSG00000167118,URM1
ENSG00000204936,CD177
ENSG00000276336,SCARF1
ENSG00000145916,RMND5B
ENSG00000165731,RET
ENSG00000198105,ZNF248
ENSG00000104974,LILRA1
ENSG00000105854,PON2
ENSG00000224105,C6orf15
ENSG00000091513,TF
ENSG00000108669,CYTH1
ENSG00000114125,RNF7
ENSG00000109670,FBXW7
ENSG00000137522,RNF121
ENSG00000137574,TGS1
ENSG00000075891,PAX2
ENSG00000137166,FOXP4
ENSG00000131626,PPFIA1
ENSG00000275333,FAM120B
ENSG00000012660,ELOVL5
ENSG00000105835,NAMPT
ENSG00000196405,EVL
ENSG00000131013,PPIL4
ENSG00000010282,HHATL
ENSG00000158467,AHCYL2
ENSG00000111424,VDR
ENSG00000122042,UBL3
ENSG00000157796,WDR19
ENSG00000148814,LRRC27
ENSG00000224608,HLA-B
ENSG00000206383,HSPA1L
ENSG00000237441,RGL2
ENSG00000110917,MLEC
ENSG00000110484,SCGB2A2
ENSG00000189056,RELN
ENSG00000122008,POLK
ENSG00000176782,DEFB104A
ENSG00000116221,MRPL37
ENSG00000168724,DNAJC21
ENSG00000236227,BRD2
ENSG00000136295,TTYH3
ENSG00000196924,FLNA
ENSG00000117877,CD3EAP
ENSG00000167874,TMEM88
ENSG00000211780,TRAV6
ENSG00000104447,TRPS1
ENSG00000119718,EIF2B2
ENSG00000183111,ARHGEF37
ENSG00000276368,HIST1H2AJ
ENSG00000187240,DYNC2H1
ENSG00000181965,NEUROG1
ENSG00000102805,CLN5
ENSG00000175197,DDIT3
ENSG00000221829,FANCG
ENSG00000163932,PRKCD
ENSG00000162783,IER5
ENSG00000233095,HLA-G
ENSG00000134489,HRH4
ENSG00000092969,TGFB2
ENSG00000176410,DNAJC30
ENSG00000163629,PTPN13
ENSG00000160551,TAOK1
ENSG00000159905,ZNF221
ENSG00000144488,ESPNL
ENSG00000165959,CLMN
ENSG00000080819,CPOX
ENSG00000146054,TRIM7
ENSG00000257727,CNPY2
ENSG00000277443,MARCKS
ENSG00000139684,ESD
ENSG00000278535,DHRS11
ENSG00000119711,ALDH6A1
ENSG00000196961,AP2A1
ENSG00000158014,SLC30A2
ENSG00000163428,LRRC58
ENSG00000176994,SMCR8
ENSG00000139537,CCDC65
ENSG00000197442,MAP3K5
ENSG00000139547,RDH16
ENSG00000134297,PLEKHA8P1
ENSG00000100345,MYH9
ENSG00000114698,PLSCR4
ENSG00000182307,C8orf33
ENSG00000123992,DNPEP
ENSG00000149591,TAGLN
ENSG00000117479,SLC19A2
ENSG00000223677,OR2AD1P
ENSG00000244165,P2RY11
ENSG00000129116,PALLD
ENSG00000205649,HTN3
ENSG00000105370,LIM2
ENSG00000057657,PRDM1
ENSG00000152767,FARP1
ENSG00000049247,UTS2
ENSG00000182700,IGIP
ENSG00000101435,CST9L
ENSG00000165030,NFIL3
ENSG00000228892,AGPAT1
ENSG00000124942,AHNAK
ENSG00000159915,ZNF233
ENSG00000214026,MRPL23
ENSG00000243509,TNFRSF6B
